margin_percentage,quantity,notes,total_cost,image_url,cosmetic_items,mercadoria_items,estimated_profit,additional_costs,final_price,suggested_price,name,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"70","0","","115.54500000000002","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/72fbe1f09_image.jpg","[{""quantity"":1,""product_name"":""Hidratante algodão 400ml"",""product_id"":""696686a72f055e117e7e2908"",""cost_price"":55.23},{""quantity"":1,""product_name"":""Creme mão la piel "",""product_id"":""6964ef0b4fb99c4d94d0c40d"",""cost_price"":16.42}]","[{""mercadoria_id"":""69dd38cb60957fd53ec39998"",""unit_cost"":11.598,""quantity"":1,""mercadoria_name"":""Bandeja""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""69663b33147920e9641f0898"",""unit_cost"":3.99,""quantity"":1,""mercadoria_name"":""Toalha lavabo ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":1,""mercadoria_name"":""Fita de cetim ""},{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":2,""mercadoria_name"":""Fita juta ""},{""mercadoria_id"":""69823e4a134fe96b4fef4e4e"",""unit_cost"":7.84,""quantity"":2,""mercadoria_name"":""Sabonete avulso Boticário ""}]","80.45499999999998","{""other"":0,""labor"":0}","196","196.42650000000003","Kit Boticário com toalha ","active","69ebd032b3d3cab1112303b4","2026-04-24T20:18:58.587000","2026-05-05T20:51:28.854000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","1","","80.997","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/7c77cf0b4_image.jpg","[{""quantity"":1,""product_name"":""Hidratante 200ml cereja e avelã "",""product_id"":""69d685061b06b0caffeb0ec1"",""cost_price"":19.53},{""quantity"":1,""product_name"":""Body spray"",""product_id"":""69d6862490e4e461e5331eaf"",""cost_price"":45.85}]","[{""mercadoria_id"":""69ebb7100aa76fc2faebfa5f"",""unit_cost"":0,""quantity"":1,""mercadoria_name"":""Garrafa de água ""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":1,""mercadoria_name"":""Sabonetes avulso natura ""},{""mercadoria_id"":""69d3f6ca8995ccb815259524"",""unit_cost"":0.3795,""quantity"":2,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""69dd3893705bf82906d8aa56"",""unit_cost"":5.934,""quantity"":1,""mercadoria_name"":""Embalagem de flores ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":2,""mercadoria_name"":""Fita de cetim ""}]","64.003","{""other"":0,""labor"":0}","145","145.7946","Kit Natura com garrafa ","active","69ebce32b225c609dcca53f2","2026-04-24T20:10:26.960000","2026-04-24T20:10:26.960000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","1","","53.961","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/0f4c49592_image.jpg","[{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96},{""quantity"":1,""product_name"":""Geleia de banho blumem"",""product_id"":""698098262defc18877125755"",""cost_price"":16},{""quantity"":1,""product_name"":""Esfoliante blumen"",""product_id"":""69a9c37fbd235d6a3d72dd79"",""cost_price"":24}]","[{""mercadoria_id"":""69ebbb4800794e9b919a6c83"",""unit_cost"":7.872,""quantity"":1,""mercadoria_name"":""Coração acrílico ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":2,""mercadoria_name"":""Fita de cetim ""}]","43.039","{""other"":0,""labor"":0}","97","97.1298","Kit coração acrílico ","active","69ebbc502178a5ade7b39022","2026-04-24T18:54:08.434000","2026-04-24T18:54:08.434000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"180","2","","14.261857142857142","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/858f2c1fc_image.jpg","[]","[{""mercadoria_id"":""69ebb7100aa76fc2faebfa5f"",""unit_cost"":0,""quantity"":1,""mercadoria_name"":""Garrafa de água ""},{""mercadoria_id"":""69dd2370bd2791728267c507"",""unit_cost"":7.5,""quantity"":1,""mercadoria_name"":""Mini almofada ""},{""mercadoria_id"":""69663709533943cb66fb45c7"",""unit_cost"":5.8428571428571425,""quantity"":1,""mercadoria_name"":""Maleta com visor ""},{""mercadoria_id"":""69848b18ea131f7c3f928f7b"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Adesivo com carinhon""},{""mercadoria_id"":""69d3f6ca8995ccb815259524"",""unit_cost"":0.3795,""quantity"":2,""mercadoria_name"":""Fita plástica ""}]","25.638142857142856","{""other"":0,""labor"":0}","39.9","39.93319999999999","Kit maleta com almofada ","active","69ebb83d0316ae42b9a7c70e","2026-04-24T18:36:45.377000","2026-04-24T18:36:45.377000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"100","1","","42.906333333333336","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/31ae93b55_image.jpg","[{""quantity"":1,""product_name"":""Mini sabonete "",""product_id"":""69809aa1583fc1dc59593161"",""cost_price"":1.96},{""quantity"":1,""product_name"":""Sabonete mãe "",""product_id"":""69dd37cb64fbcf97adb7e6f1"",""cost_price"":10},{""quantity"":1,""product_name"":""Geleia de banho blumem"",""product_id"":""698098262defc18877125755"",""cost_price"":16}]","[{""mercadoria_id"":""69ebb59bec5926213ff596d1"",""unit_cost"":6,""quantity"":1,""mercadoria_name"":""Toalha ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":2,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""69655746765dc1d7d18a4d7d"",""unit_cost"":2.243,""quantity"":1,""mercadoria_name"":""Caixa 17x14x4""},{""mercadoria_id"":""698095b0b6d7ce92c11d3617"",""unit_cost"":4.453333333333333,""quantity"":1,""mercadoria_name"":""Ducha de banho""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2,""mercadoria_name"":""Fita plástica ""}]","42.093666666666664","{""other"":0,""labor"":0}","85","85.81266666666667","Kit artesanal com toalha ","active","69ebb6d778e92c80fb450e1a","2026-04-24T18:30:47.780000","2026-04-24T18:30:47.780000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"70","1","","85.5858","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f82ecacdf_image.jpg","[{""quantity"":1,""product_name"":""Hidratante macadâmia 400ml"",""product_id"":""69d681fbdfcba387f63686db"",""cost_price"":41.42}]","[{""mercadoria_id"":""69ebab5f7e5b3e8ed83f0fda"",""unit_cost"":18,""quantity"":1,""mercadoria_name"":""Cest ""},{""mercadoria_id"":""69dd2370bd2791728267c507"",""unit_cost"":7.5,""quantity"":1,""mercadoria_name"":""Mini almofada ""},{""mercadoria_id"":""69d3f6ca8995ccb815259524"",""unit_cost"":0.3795,""quantity"":2,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""69d3f6820f0e893f97dcf12c"",""unit_cost"":0.3799,""quantity"":2,""mercadoria_name"":"" Papel de seda palha ""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":3,""mercadoria_name"":""Sabonetes avulso natura ""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":1,""mercadoria_name"":""Fita de cetim ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""}]","59.414199999999994","{""other"":0,""labor"":0}","145","145.49586","Kit macadâmia E mini almofada ","active","69ebac5ded22ba8c94a55f59","2026-04-24T17:46:05.893000","2026-04-24T17:48:02.817000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"120","4","","29.777","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5c21475a6_image.jpg","[{""quantity"":1,""product_name"":""Hidratante 200ml cereja e avelã "",""product_id"":""69d685061b06b0caffeb0ec1"",""cost_price"":19.53}]","[{""mercadoria_id"":""69eba88b77baa280ed846f72"",""unit_cost"":3,""quantity"":1,""mercadoria_name"":""Balão coração ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2,""mercadoria_name"":""Fita plástica ""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":1,""mercadoria_name"":""Sabonetes avulso natura ""},{""mercadoria_id"":""69848acee9e6a0b83690e106"",""unit_cost"":0.16,""quantity"":1,""mercadoria_name"":""Feliz dian""},{""mercadoria_id"":""69848af06b3793e39d349d0b"",""unit_cost"":0.48,""quantity"":1,""mercadoria_name"":""Mimo para vc ""}]","39.223","{""other"":0,""labor"":0}","69","65.50940000000001","Kit com balão natura 200ml","active","69eba98e0e2cd234b2c51b2c","2026-04-24T17:34:06.548000","2026-04-29T13:35:12.048000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","1","","76.95466666666667","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/9aeb4838e_image.jpg","[{""quantity"":1,""product_name"":""Kit hidratante ameixa "",""product_id"":""69d69113bdfe170c5eb347d9"",""cost_price"":41.3}]","[{""mercadoria_id"":""69dd27c1a182765e843d5df7"",""unit_cost"":18.432,""quantity"":1,""mercadoria_name"":""Bandeja coração ""},{""mercadoria_id"":""69d8fb8bfb2ff7afaa50771c"",""unit_cost"":4.93,""quantity"":1,""mercadoria_name"":""Fita juta ""},{""mercadoria_id"":""698096838c29ffe6d7be6ab1"",""unit_cost"":8.996666666666666,""quantity"":1,""mercadoria_name"":""Porta joia ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":2,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""6978c5523e415b4f70b8307e"",""unit_cost"":1.8,""quantity"":1,""mercadoria_name"":""Fita de cetim ""}]","61.04533333333333","{""other"":0,""labor"":0}","138","138.5184","Kit hidrantante e porta joia ","active","69e15e2c1d6888f3995325bf","2026-04-16T22:09:48.090000","2026-04-16T22:09:48.090000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"80","1","","49.64016666666667","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/830f49b13_image.jpg","[{""quantity"":1,""product_name"":""Lá Victoria "",""product_id"":""69d6aa40b3fe6b5b42db35f3"",""cost_price"":26.92},{""quantity"":1,""product_name"":""Sabonete massageador "",""product_id"":""69809882cd75c350ba729562"",""cost_price"":9}]","[{""mercadoria_id"":""69dd29096d861763f08685fb"",""unit_cost"":4.4991666666666665,""quantity"":1,""mercadoria_name"":""Chaveiro ursinho ""},{""mercadoria_id"":""6966338534a1c278a4b929ae"",""unit_cost"":7.5,""quantity"":1,""mercadoria_name"":""Cestas quadrada “com amor “ 15x15x4""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":2,""mercadoria_name"":""Fita plástica ""}]","39.35983333333333","{""other"":0,""labor"":0}","89","89.35230000000001","Kit Body spray com chaveiro ","active","69e15b612a5609671c48a665","2026-04-16T21:57:53.208000","2026-04-16T21:57:53.208000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"100","1","","29.76","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/008fff194_image.jpg","[{""quantity"":1,""product_name"":""Hidratante 200ml macadâmia "",""product_id"":""69d682e93505831527177297"",""cost_price"":19.53}]","[{""mercadoria_id"":""69e0d8a51f9a02ff0e4c6ab4"",""unit_cost"":4,""quantity"":1,""mercadoria_name"":""Bloco anotação ""},{""mercadoria_id"":""6980e8c705f349fb9ac3499a"",""unit_cost"":4.886,""quantity"":1,""mercadoria_name"":""Sabonetes avulso natura ""},{""mercadoria_id"":""696545a7e25ac39e77e46dcd"",""unit_cost"":0.43799999999999994,""quantity"":1,""mercadoria_name"":""Saco transparente 30x44 cm ""},{""mercadoria_id"":""696546423d5eec31be8fd890"",""unit_cost"":0.529,""quantity"":1,""mercadoria_name"":""Papel de seda 49x69""},{""mercadoria_id"":""698236c35c095b6cd25b046f"",""unit_cost"":0.377,""quantity"":1,""mercadoria_name"":""Fita plástica ""}]","29.76","{""other"":0,""labor"":0}","59.52","59.52","Kit com agenda ","active","69e159e456cdcbd4ca00925c","2026-04-16T21:51:32.033000","2026-04-16T21:51:32.033000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
