mercadoria_id,quantity,notes,total_paid,mercadoria_name,supplier,unit_cost,entry_date,id,created_date,updated_date,created_by_id,created_by,is_sample
"69b852f220026093608ffb23","30","","119.69","Mini cesta 11cm","","3.9896666666666665","2026-04-24T17:15:29.199Z","69eba531b2590f4756279f13","2026-04-24T17:15:29.572000","2026-04-24T17:15:29.572000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e12c2aef1b9dc7a96578dd","6","","68.31","Caneca pequena ","","11.385","2026-04-16T18:56:54.884Z","69e130f7cbd4e1a3f96e9e60","2026-04-16T18:56:55.083000","2026-04-16T18:56:55.083000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e12c2aef1b9dc7a96578dd","2","","16","Caneca pequena ","","8","2026-04-16T18:36:48.208Z","69e12c40896b4736f75c27f6","2026-04-16T18:36:48.450000","2026-04-16T18:36:48.450000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e0d8eb57313c74b82dfc4e","1","","14","Organizador acrílico ","","14","2026-04-16T12:41:27.994Z","69e0d8f802a2df4adc1e3832","2026-04-16T12:41:28.198000","2026-04-16T12:41:28.198000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e0d8a51f9a02ff0e4c6ab4","1","","4","Bloco anotação ","","4","2026-04-16T12:40:19.060Z","69e0d8b78559782c8b492988","2026-04-16T12:40:23.329000","2026-04-16T12:40:23.329000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e0d86f119cd9918499c8ff","1","","13","Planta artificial ","","13","2026-04-16T12:39:26.854Z","69e0d87fc6b745485001f8a0","2026-04-16T12:39:27.041000","2026-04-16T12:39:27.041000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69e0d841b51bfc66899da3a7","1","","6.99","Caixote mdf ","","6.99","2026-04-16T12:38:43.752Z","69e0d8538883cf64bc5897fa","2026-04-16T12:38:43.978000","2026-04-16T12:38:43.978000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd39681bf9b8f658de39b4","20","","53.64","Caixa retangular ","","2.682","2026-04-13T18:44:07.030Z","69dd397758ca122001ceb772","2026-04-13T18:44:07.234000","2026-04-13T18:44:07.234000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd39274bac91d7e7ecdc5f","100","","47.9","Fita ","","0.479","2026-04-13T18:43:01.036Z","69dd39359d0f2f2f441fe4a3","2026-04-13T18:43:01.232000","2026-04-13T18:43:01.232000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd38cb60957fd53ec39998","5","","57.99","Bandeja","","11.598","2026-04-13T18:41:36.698Z","69dd38e0f5397340a8e3835a","2026-04-13T18:41:36.903000","2026-04-13T18:41:36.903000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd3893705bf82906d8aa56","5","","29.67","Embalagem de flores ","","5.934","2026-04-13T18:40:32.949Z","69dd38a1450cab5e4af1b9bf","2026-04-13T18:40:33.152000","2026-04-13T18:40:33.152000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2b50f19cfb4570a002ba","42","","45","Caixa de bombom ","","1.0714285714285714","2026-04-13T17:44:28.551Z","69dd2b7caae13c0fba7a609f","2026-04-13T17:44:28.890000","2026-04-13T17:44:28.890000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2b17562adbd6cdb888b5","10","","15.9","Biscoito bauducco","","1.59","2026-04-13T17:43:23.011Z","69dd2b3bec8592a5ef0190c4","2026-04-13T17:43:23.234000","2026-04-13T17:43:23.234000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2ae897133e3e633c8d07","10","","16.5","Café solúvel ","","1.65","2026-04-13T17:42:21.945Z","69dd2afe420413c53947c860","2026-04-13T17:42:22.141000","2026-04-13T17:42:22.141000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2a887ec5154a9cc8c102","10","","21.9","Seda ","","2.19","2026-04-13T17:41:39.856Z","69dd2ad41de4158d18938a7b","2026-04-13T17:41:40.057000","2026-04-13T17:41:40.057000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2a887ec5154a9cc8c102","10","","4","Seda ","","0.4","2026-04-13T17:40:47.546Z","69dd2a9f89f076258c6d820c","2026-04-13T17:40:47.748000","2026-04-13T17:40:47.748000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2a3c7538c942ae8a06e7","20","","130","Cesta 13 cm ","","6.5","2026-04-13T17:39:27.249Z","69dd2a4f97b1ca50fac45b64","2026-04-13T17:39:27.478000","2026-04-13T17:39:27.478000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd29bbb08cced82cc42890","10","","70","Cesta oval 18","","7","2026-04-13T17:37:10.888Z","69dd29c7e7e84fbe06da285e","2026-04-13T17:37:11.100000","2026-04-13T17:37:11.100000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd29096d861763f08685fb","12","","53.99","Chaveiro ursinho ","","4.4991666666666665","2026-04-13T17:34:13.236Z","69dd291589731b639dabfc12","2026-04-13T17:34:13.466000","2026-04-13T17:34:13.466000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fb8bfb2ff7afaa50771c","10","","49.3","Fita juta ","","4.93","2026-04-13T17:33:01.654Z","69dd28cd013ea2bea32d29a7","2026-04-13T17:33:01.862000","2026-04-13T17:33:01.862000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd285eb5ebf106bae7589e","50","","20.9","Saco de organza ","","0.418","2026-04-13T17:31:26.224Z","69dd286e319da0d4647c4324","2026-04-13T17:31:26.444000","2026-04-13T17:31:26.444000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd27c1a182765e843d5df7","5","","92.16","Bandeja coração ","","18.432","2026-04-13T17:29:11.015Z","69dd27e76aaf5d0e2baa9436","2026-04-13T17:29:11.208000","2026-04-13T17:29:11.208000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2742022659437fe87972","10","","79.98","Porta joias ","","7.998","2026-04-13T17:26:38.147Z","69dd274ef837b7c960e78fe0","2026-04-13T17:26:38.450000","2026-04-13T17:26:38.450000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd23baf094514978428eb8","20","","41.13","Caixa doce ","","2.0565","2026-04-13T17:11:48.201Z","69dd23d4fdba571a2d80f9e8","2026-04-13T17:11:48.394000","2026-04-13T17:11:48.394000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2370bd2791728267c507","10","","75","Mini almofada ","","7.5","2026-04-13T17:10:25.594Z","69dd2381ae5121c869dd93b3","2026-04-13T17:10:25.783000","2026-04-13T17:10:25.783000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69dd2326a91619247d910d95","5","","45.99","Sacola transparente ","","9.198","2026-04-13T17:09:06.874Z","69dd233337d621d49c748e6b","2026-04-13T17:09:07.100000","2026-04-13T17:09:07.100000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fcd5a8a01b5f0f265b53","2","","9.98","Porta retrato ","","4.99","2026-04-10T13:36:57.210Z","69d8fcf90a005b919cfd79bb","2026-04-10T13:36:57.406000","2026-04-10T13:36:57.406000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fc651f72ee1bb94ddaa9","1","","13.99","Pote de vidro","","13.99","2026-04-10T13:35:42.371Z","69d8fcaeca020d2b2a1d2beb","2026-04-10T13:35:42.585000","2026-04-10T13:35:42.585000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fc27992dc81bfd937fd7","1","","15.99","Toalha","","15.99","2026-04-10T13:33:50.828Z","69d8fc3f28cb3b442c203c9c","2026-04-10T13:33:51.056000","2026-04-10T13:33:51.056000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fbf17fbb95c1e167aeb7","1","","8"," Maleta ","","8","2026-04-10T13:32:43.740Z","69d8fbfb3bd4b4efcb30f239","2026-04-10T13:32:43.955000","2026-04-10T13:32:43.955000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d8fb8bfb2ff7afaa50771c","10","","49.8","Fita juta ","","4.9799999999999995","2026-04-10T13:31:15.660Z","69d8fba35ad000eef768cecd","2026-04-10T13:31:15.906000","2026-04-10T13:31:15.906000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d6b3d06b2af6a6735c513a","20","","13.11","Saquinho organza 7x9","","0.6555","2026-04-08T20:00:28.009Z","69d6b3dcf05eeb14b1c241af","2026-04-08T20:00:28.243000","2026-04-08T20:00:28.243000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d6b384e52be48cfe5d5914","10","","169.99","Canecas ","Shope","16.999000000000002","2026-04-08T19:59:16.423Z","69d6b394d566b31736b20790","2026-04-08T19:59:16.631000","2026-04-08T19:59:16.631000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d3f70facc96cf857c1702e","10","","27.99","Caixa de bolo ","","2.799","2026-04-06T18:10:38.618Z","69d3f71f6e0f2d6c31afa267","2026-04-06T18:10:39.692000","2026-04-06T18:10:39.692000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d3f6ca8995ccb815259524","100","","37.95","Fita plástica ","","0.3795","2026-04-06T18:09:46.080Z","69d3f6ea30a3fa80e0a59e03","2026-04-06T18:09:46.257000","2026-04-06T18:09:46.257000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69d3f6820f0e893f97dcf12c","100","","37.99"," Papel de seda palha ","Shoppe","0.3799","2026-04-06T18:08:36.917Z","69d3f6a5b19fdd21a8104199","2026-04-06T18:08:37.190000","2026-04-06T18:08:37.190000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69b852f220026093608ffb23","10","","32.9","Mini cesta 11cm","","3.29","2026-03-16T18:59:18.693Z","69b853075ec1d07465c27031","2026-03-16T18:59:19.128000","2026-03-16T18:59:19.128000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69b3faf0c32310e71367dc34","12","","17.89","Esponja de maquiagem ","","1.4908333333333335","2026-03-13T11:54:37.459Z","69b3fafdb8112a85d960718d","2026-03-13T11:54:37.652000","2026-03-13T11:54:37.652000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69b30ccdd2ae849166cc51fa","1","","18.99","Necessárie","","18.99","2026-03-12T18:58:35.091Z","69b30cdbb209ef1561e581b0","2026-03-12T18:58:35.325000","2026-03-12T18:58:35.325000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"69b30c971c829686e6c792d5","1","","11.99","Espelho de bolso ","Bom preço ","11.99","2026-03-12T18:57:42.962Z","69b30ca7fc665d7ed3f0db64","2026-03-12T18:57:43.189000","2026-03-12T18:57:43.189000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"699c4ea578c2e1b7d3d91384","1","","46.8","Kit Conceição ","","46.8","2026-02-23T12:57:24.469Z","699c4eb45a06a153a91a266b","2026-02-23T12:57:24.732000","2026-02-23T12:57:24.732000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"699c4bfb7071b8b14fb5d599","1","","75","Kit kaiak","","75","2026-02-23T12:46:01.324Z","699c4c092460cecba0ceec7e","2026-02-23T12:46:01.503000","2026-02-23T12:46:01.503000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6998a6186922280dc52b1231","1","","14.99","Naninha ","","14.99","2026-02-20T18:21:33.685Z","6998a62ddd158e4a1efd1f9d","2026-02-20T18:21:33.974000","2026-02-20T18:21:33.974000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6998a5dae43fefebf1241706","1","","15.99","Chaveiro ","","15.99","2026-02-20T18:20:34.578Z","6998a5f2d134738cc5b47db8","2026-02-20T18:20:34.789000","2026-02-20T18:20:34.789000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6998a545be2b1cfea0e1f650","4","","16.75","Toalha lavabo ","","4.1875","2026-02-20T18:18:10.164Z","6998a56267e582ce81b127bc","2026-02-20T18:18:10.367000","2026-02-20T18:18:10.367000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6995e6cee87184f430b2e16f","1300","","53.2","Sempre viva ","","0.04092307692307692","2026-02-18T16:22:01.403Z","6995e729d8432cf2e497b88f","2026-02-18T16:22:01.759000","2026-02-18T16:22:01.759000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698e1b132c8dc1d12ab113fe","1","","34.74","Shower gel","","34.74","2026-02-12T18:25:40.124Z","698e1b243143614afaa17bf2","2026-02-12T18:25:40.286000","2026-02-12T18:25:40.286000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698e1aefb9415773b6ce0307","1","","34.74","Hidra arbo ","","34.74","2026-02-12T18:25:03.938Z","698e1b00d362e9a29d79ef75","2026-02-12T18:25:04.102000","2026-02-12T18:25:04.102000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698e18f73acfb2457b690325","1","","30","Hidra egeo 100ml","Boticário ","30","2026-02-12T18:19:11.155Z","698e199f98bfd44e11abce02","2026-02-12T18:19:11.348000","2026-02-12T18:19:11.348000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698dca3d8b6c6921a56be3a9","10","","18.8","Coração acrílicos ","","1.8800000000000001","2026-02-12T12:40:45.885Z","698dca4ed950b1a14100d31a","2026-02-12T12:40:46.151000","2026-02-12T12:40:46.151000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698dca07bf754ae1af16c65f","4","","14.99","Faixa cabelo ","Shopee","3.7475","2026-02-12T12:39:52.978Z","698dca196fa447f46ade5d67","2026-02-12T12:39:53.252000","2026-02-12T12:39:53.252000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698dc9b695a313cfdb0106a1","20","","50","Caixa lembrancinha ","Shopee","2.5","2026-02-12T12:38:28.963Z","698dc9c554c773a1c4b211c9","2026-02-12T12:38:29.154000","2026-02-12T12:38:29.154000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6989ece5322048684eb230a8","1","","20.6","Hidra 74ml","","20.6","2026-02-09T14:20:00.946Z","6989ed124dfa8963976e737b","2026-02-09T14:20:02.553000","2026-02-09T14:20:02.553000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6989ecbdf8fa91f5a54ca5cd","1","","10","Coração mdf m","","10","2026-02-09T14:18:50.907Z","6989eccbf3cab78d6f6d83aa","2026-02-09T14:18:51.227000","2026-02-09T14:18:51.227000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6989e4be17aa1dac038d3951","2","","41.56","Creme de mão ","","20.78","2026-02-09T13:45:09.762Z","6989e4e5bf9f9110f9454826","2026-02-09T13:45:09.900000","2026-02-09T13:45:09.900000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6989e4be17aa1dac038d3951","2","","3","Creme de mão ","","1.5","2026-02-09T13:44:45.962Z","6989e4ce577cb874eab9bd98","2026-02-09T13:44:46.076000","2026-02-09T13:44:46.076000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6989cbc165679fde4fed2268","12","","74.22","Sabonete avulsa eudora ","","6.185","2026-02-09T11:59:34.452Z","6989cc27061a27e835a77460","2026-02-09T11:59:35.063000","2026-02-09T11:59:35.063000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69848b18ea131f7c3f928f7b","100","","16","Adesivo com carinhon","Kenia ","0.16","2026-02-05T12:20:58.217Z","69848b2a1651092981fd0d12","2026-02-05T12:20:58.399000","2026-02-05T12:20:58.399000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69848af06b3793e39d349d0b","50","","24","Mimo para vc ","Kenia ","0.48","2026-02-05T12:20:17.204Z","69848b01910f4996a65337bd","2026-02-05T12:20:17.400000","2026-02-05T12:20:17.400000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69848acee9e6a0b83690e106","50","","8","Feliz dian","Kenia ","0.16","2026-02-05T12:19:42.470Z","69848adea91fb0eced7fe260","2026-02-05T12:19:42.658000","2026-02-05T12:19:42.658000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69824e3cc4326faa4e829a3c","10","","18.8","Tag coração acrílico ","Shopee","1.8800000000000001","2026-02-03T19:36:43.426Z","69824e4b3944ff7c239278fe","2026-02-03T19:36:43.649000","2026-02-03T19:36:43.649000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69824e0cc5a630bdc1bd7605","10","","29.1","Caixa 10 x 15x 5 ","Shope","2.91","2026-02-03T19:35:57.132Z","69824e1d9a79a866b4ab9398","2026-02-03T19:35:57.393000","2026-02-03T19:35:57.393000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698244b4aa789d3779370132","6","","17.98","Pulseira infantil","Shoppee","2.9966666666666666","2026-02-03T18:56:16.772Z","698244d03396dedd9aeff8b5","2026-02-03T18:56:16.935000","2026-02-03T18:56:16.935000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69823e4a134fe96b4fef4e4e","8","","62.72","Sabonete avulso Boticário ","Boticário ","7.84","2026-02-03T18:29:41.113Z","69823e95916eb6610c31b353","2026-02-03T18:29:41.384000","2026-02-03T18:29:41.384000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698236c35c095b6cd25b046f","100","","37.7","Fita plástica ","Shopee","0.377","2026-02-03T17:57:48.147Z","6982371c47785c8b810705a4","2026-02-03T17:57:48.320000","2026-02-03T17:57:48.320000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980e8c705f349fb9ac3499a","15","","73.29","Sabonetes avulso natura ","Natura ","4.886","2026-02-02T18:13:57.842Z","6980e96658d8c6da207c969f","2026-02-02T18:13:58.409000","2026-02-02T18:13:58.409000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980de9f20b8d8c438c4795b","22","","77","Sacola transparente ","Shopee","3.5","2026-02-02T17:29:03.658Z","6980dedf721e8c20cf43105d","2026-02-02T17:29:03.962000","2026-02-02T17:29:03.962000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980976b36748bd5151930ef","5","","39.36","Coração lapidado ","Shopee","7.872","2026-02-02T12:24:34.445Z","69809782b29c0a6a5e12969c","2026-02-02T12:24:34.805000","2026-02-02T12:24:34.805000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69809738b539fe3e37cc60ff","10","","29.1","Caixa retangular 10x15x5","Shopee","2.91","2026-02-02T12:23:36.232Z","69809748ae32e1fb26ef49da","2026-02-02T12:23:36.415000","2026-02-02T12:23:36.415000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698096fd28165da3af7cc08d","24","","17.98","Pulseira infantil","Shopee","0.7491666666666666","2026-02-02T12:22:41.335Z","69809711900ffe2f36ab8c42","2026-02-02T12:22:41.509000","2026-02-02T12:22:41.509000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698096c9141c627a093d96c6","130","","19.9","Tag você é especial ","Shopee","0.15307692307692305","2026-02-02T12:21:49.029Z","698096ddc913d03a8c088890","2026-02-02T12:21:49.430000","2026-02-02T12:21:49.430000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698096838c29ffe6d7be6ab1","3","","26.99","Porta joia ","Shoppe","8.996666666666666","2026-02-02T12:20:42.254Z","6980969a4abbfb5465aac933","2026-02-02T12:20:42.423000","2026-02-02T12:20:42.423000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"698095b0b6d7ce92c11d3617","6","","26.72","Ducha de banho","Shopee","4.453333333333333","2026-02-02T12:17:12.538Z","698095c8ba2607fb6cc740b7","2026-02-02T12:17:12.694000","2026-02-02T12:17:12.694000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980956c4aa2806c2cb9b0eb","6","","25.5","Piranha 8 cm","Shopee","4.25","2026-02-02T12:15:58.602Z","6980957e8a505775a38713c2","2026-02-02T12:15:58.778000","2026-02-02T12:15:58.778000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6980952e026047df3d5cf0f4","10","","39.9","Cesta redonda 13 cm ","Shoppe","3.9899999999999998","2026-02-02T12:14:54.833Z","6980953feca614b6036ad499","2026-02-02T12:14:55.019000","2026-02-02T12:14:55.019000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697ce7ae45ed54f938ad0d0a","5","","17.5","Piranha flor 4cm","Shoppe","3.5","2026-01-30T17:18:01.910Z","697ce7ca1fabdfcf411a9faf","2026-01-30T17:18:02.337000","2026-01-30T17:18:02.337000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6979259fd98f667056106ac5","1","","6","Cerveja ","","6","2026-01-27T20:52:58.941Z","697925ab07b9de02e12fa6da","2026-01-27T20:52:59.535000","2026-01-27T20:52:59.535000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6979180dd6e516aebf4b9c7a","1","","18","Cesta de vime ","","18","2026-01-27T19:55:07.270Z","6979181bf4165cb2018c9d6c","2026-01-27T19:55:07.548000","2026-01-27T19:55:07.548000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697917838f2f4d95bab209af","1","","3.2","Balão ","","3.2","2026-01-27T19:52:51.381Z","697917931a26f73e92102ae4","2026-01-27T19:52:51.681000","2026-01-27T19:52:51.681000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69790da4e9418357fff97390","1","","7","Bis","","7","2026-01-27T19:10:42.651Z","69790db2450b0edb609edb09","2026-01-27T19:10:42.825000","2026-01-27T19:10:42.825000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69790d70eda00304a0a2becb","1","","15","Cesta ganhada ","","15","2026-01-27T19:09:53.150Z","69790d815aff52a614ac98a1","2026-01-27T19:09:53.407000","2026-01-27T19:09:53.407000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69790d4b9369572466bfb616","3","","3","Seda dourada ","","1","2026-01-27T19:09:20.359Z","69790d60b5c4733b96d43634","2026-01-27T19:09:20.604000","2026-01-27T19:09:20.604000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69790d2a3d6264180436afd5","3","","3.6","Sujinho","","1.2","2026-01-27T19:08:43.863Z","69790d3c85dc37955b8e9838","2026-01-27T19:08:44.070000","2026-01-27T19:08:44.070000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697906de4a63a049f571342c","1","","0.5","Saco transparente ","","0.5","2026-01-27T18:41:50.157Z","697906ee8779fbae62fc92ff","2026-01-27T18:41:50.271000","2026-01-27T18:41:50.271000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697906b7854439a074151d2d","1","","7.9","Barra de chocolate ","","7.9","2026-01-27T18:41:10.235Z","697906c6f4029c717c03b481","2026-01-27T18:41:10.286000","2026-01-27T18:41:10.286000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"69790678a7c9c132d6aed289","1","","19","Pacote bala toffe","","19","2026-01-27T18:40:09.589Z","697906892fbe864f5015f349","2026-01-27T18:40:09.672000","2026-01-27T18:40:09.672000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"6979060f2a289b814939c051","1","","2.95","Trento ","","2.95","2026-01-27T18:38:24.792Z","6979062073c92cc1118e1a6e","2026-01-27T18:38:24.956000","2026-01-27T18:38:24.956000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697905f10a3ad6ce5125e4d5","1","","10","Pipoca gourmet ","","10","2026-01-27T18:37:53.084Z","697906013af2ef57eaa18961","2026-01-27T18:37:53.149000","2026-01-27T18:37:53.149000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"697904506bac79be808c6415","4","","10","Suco de uva  caixinha ","","2.5","2026-01-27T18:31:08.118Z","6979046cbc57dcac7bfacf20","2026-01-27T18:31:08.193000","2026-01-27T18:31:08.193000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
