selling_price,code,last_movement_date,image_url,name,min_stock,category,stock_quantity,brand,cost_price,status,id,created_date,updated_date,created_by_id,created_by,is_sample
"29.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/16ad71bd5_image.jpg","Hidratante labial ","2","Outro","0","Outro","14.39","em_estoque","69f0ad523e04ca9c2f574a6c","2026-04-28T12:51:30.355000","2026-04-28T12:51:30.355000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5567ab520_image.jpg","Aerossol ","2","Outro","3","Outro","9.99","em_estoque","69f0ac6f73a0b58b14166a8a","2026-04-28T12:47:43.252000","2026-04-28T12:47:43.252000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"39.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/183aaa68e_image.jpg","Body splash Giovanna baby","2","Outro","3","Outro","23.25","em_estoque","69f0ab64fec0e8249c28cc09","2026-04-28T12:43:16.520000","2026-04-28T12:46:59.507000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"15","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3e67443bd_image.jpg","Sabonete vitamina c","2","Outro","1","Outro","6.99","em_estoque","69f0aaf026753ffa0c10e660","2026-04-28T12:41:20.052000","2026-04-28T12:41:20.052000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"15","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/e3059dadd_image.jpg","Sabonete rosa mosqueta ","2","Outro","0","Outro","6.99","em_estoque","69f0aab5623fc22b2695246d","2026-04-28T12:40:21.398000","2026-04-28T12:40:21.398000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/a25d81ec2_image.jpg","Serum hyaluronic","2","Outro","1","Outro","9.9","em_estoque","69f0a9e526cbd01826f52b0a","2026-04-28T12:36:53.188000","2026-04-28T12:36:53.188000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"17","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/08bde2c8c_image.jpg","Serum secativo ","2","Outro","1","Outro","7.99","em_estoque","69f0a999ac8cdddbd83039ef","2026-04-28T12:35:37.252000","2026-04-28T12:35:37.252000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/a112fb5b7_image.jpg","Serum rosa mosqueta ","2","Outro","1","Outro","9.99","em_estoque","69f0a959d1841378cf4bb3dc","2026-04-28T12:34:33.475000","2026-04-28T12:34:33.475000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/0462adb4b_image.jpg","Serum bioretinol ","2","Outro","1","Outro","9.99","em_estoque","69f0a927ed2044e35be984c3","2026-04-28T12:33:43.931000","2026-04-28T12:33:43.931000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"15","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/20f0d251f_image.jpg","Serum clareador ","2","Outro","1","Outro","6.99","em_estoque","69f0a8b0a5a16fdc6a7ba613","2026-04-28T12:31:44.814000","2026-04-28T12:31:44.814000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"15","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5c444ba77_image.jpg","Sabonete p/pele oleosa ácido salicílico ","2","Rosto","1","Outro","6.99","em_estoque","69f0a84b19424a14febc8bd9","2026-04-28T12:30:03.960000","2026-04-28T12:30:03.960000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"25","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/56bb89700_image.jpg","Hidra 200ml Giovanna baby","2","Outro","2","Outro","14.99","em_estoque","69f0a6904aa11a9552171c85","2026-04-28T12:22:40.879000","2026-04-28T12:22:40.879000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"29.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f2ca6a4af_image.jpg","Hidra Rose Giovanna baby","2","Corpo","1","Outro","19.99","em_estoque","69f0a30cc738d632229cffb8","2026-04-28T12:07:40.962000","2026-04-28T12:21:18.157000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"15.9","","","","Sab","2","Outro","1","O Boticário","13.52","em_estoque","69ebd1cfab57dc3089cfb1a3","2026-04-24T20:25:51.538000","2026-04-24T20:25:51.538000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"74.9","","","","Hidra liz","2","Corpo","1","O Boticário","63.66","em_estoque","69ebd1a01bb94281c0905394","2026-04-24T20:25:04.739000","2026-04-24T20:25:04.739000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.99","51099","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f08e8a420_image.jpg","Creme de mão rosa absoluta ","2","Outro","15","Eudora","14.99","em_estoque","69eba396bd9b26f61e4e802a","2026-04-24T17:08:38.267000","2026-04-24T17:08:38.267000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","2026-04-29T13:37:17.808Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/4fd1f992e_image.jpg","Creme de mão rosa absolute","2","Corpo","5","Eudora","12.68","em_estoque","69e1340c2fbb370f5cd9b835","2026-04-16T19:10:04.062000","2026-04-29T13:37:17.979000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","2026-04-29T13:34:11.957Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/a442ac702_image.jpg","Mini difusor ","2","Outro","4","Outro","10","em_estoque","69dd3829c8ac6a7a670068f8","2026-04-13T18:38:33.598000","2026-04-29T13:34:12.170000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/80de8633d_image.jpg","Sabonete mãe ","2","Outro","7","Outro","10","em_estoque","69dd37cb64fbcf97adb7e6f1","2026-04-13T18:36:59.519000","2026-04-24T17:03:34.487000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"9.9","","2026-04-29T13:31:56.908Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/db109fcb4_image.jpg","Chaveiro mãe ","2","Outro","9","Outro","5","em_estoque","69dd3786f438263a1862e480","2026-04-13T18:35:50.426000","2026-04-29T13:31:57.221000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"4.5","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/e7a5a785d_image.jpg","Sabonete flor ","2","Outro","11","Outro","2","em_estoque","69dd34685a4a113dbfb060eb","2026-04-13T18:22:32.222000","2026-04-24T17:03:06.368000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"35","","2026-04-29T13:32:07.573Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/16f0aabdd_image.jpg","Refil ","2","Outro","3","Outro","20","em_estoque","69dd33c1d68ce2c75f39c05a","2026-04-13T18:19:45.613000","2026-04-29T13:32:07.797000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"45","56638","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5e4c59c67_image.jpg","Refil batom ","2","Perfume","1","Eudora","0","em_estoque","69d6b2b8acf9c4798d4b66a9","2026-04-08T19:55:36.767000","2026-04-08T19:55:36.767000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"19.9","85315","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/1857c334b_image.jpg","Creme de mãos ","2","Corpo","4","Eudora","12.68","em_estoque","69d6b0ef8a20d1f57d82ad17","2026-04-08T19:47:59.193000","2026-04-08T19:47:59.193000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"144.9","52107","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/abdb161db_image.jpg","Eudora fabulosa ","2","Perfume","1","Eudora","86.18","em_estoque","69d6afba7689a3f7b638a062","2026-04-08T19:42:50.575000","2026-04-08T19:42:50.575000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"154.9","53142","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/64c9a1d7f_image.jpg","Imensi ali é","2","Perfume","1","Eudora","116.18","em_estoque","69d6aee614cf359ecd9586e6","2026-04-08T19:39:18.312000","2026-04-08T19:39:18.312000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"139.9","52943","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/2c5a2e43d_image.jpg","Magnífic","2","Perfume","1","Eudora","86.18","em_estoque","69d6ae6dc2cab32fde330717","2026-04-08T19:37:17.099000","2026-04-08T19:37:17.099000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"154.9","55196","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5822b60bf_image.jpg","Club 6","2","Perfume","1","Eudora","89.92","em_estoque","69d6ae1d47ea1bde87da50e7","2026-04-08T19:35:57.524000","2026-04-08T19:35:57.524000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"72.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/e9066b624_image.jpg","Body splash baunilha ","2","Perfume","2","Eudora","54.74","em_estoque","69d6adc9a74358ae03c0372d","2026-04-08T19:34:33.615000","2026-04-08T19:34:33.615000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"33","85308","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/2eef580bf_image.jpg","Sabonete karite ","2","Cabelo","2","Eudora","22.42","em_estoque","69d6acd0c5e1b0a4f58e8e25","2026-04-08T19:30:24.840000","2026-04-08T19:30:24.840000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"33","59068","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/83d4cc25b_image.jpg","Sabonete ","2","Corpo","2","Eudora","24.74","em_estoque","69d6ac84ccec545eb7c03937","2026-04-08T19:29:08.030000","2026-04-08T19:29:08.030000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"24.9","54189","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d4b672175_image.jpg","Sabonete líquido 75ml ","2","Perfume","3","Eudora","18.74","em_estoque","69d6ab65c9253a150ea4ea47","2026-04-08T19:24:21.944000","2026-04-08T19:24:21.944000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"44.9","58640","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/45aa94adc_image.jpg","Lá Victoria ","2","Perfume","3","Eudora","26.92","em_estoque","69d6aa40b3fe6b5b42db35f3","2026-04-08T19:19:28.864000","2026-04-08T19:19:28.864000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"44.9","58639","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/768614a3a_image.jpg","Lycra ","2","Perfume","1","Eudora","0","em_estoque","69d6a9aa3eb9abc023f86d05","2026-04-08T19:16:58.778000","2026-04-08T19:16:58.778000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"99.9","48290","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/1cc89e9f4_image.jpg","Ameixa Body spray ","2","Perfume","0","O Boticário","0","em_estoque","69d6a96296f2cd92457d88de","2026-04-08T19:15:46.120000","2026-04-08T19:15:46.120000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"109.9","48634","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/19712be86_image.jpg","Amor  no ar ","2","Perfume","1","O Boticário","0","em_estoque","69d6a9291ef62e915e030454","2026-04-08T19:14:49.291000","2026-04-08T19:14:49.291000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"44.9","57476","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/7efd48e6c_image.jpg","Body spray magnífico","2","Perfume","1","Eudora","0","em_estoque","69d6a8bdd7175baf7dfa1483","2026-04-08T19:13:01.415000","2026-04-08T19:13:01.415000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"49.9","78000","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/58a1fdd03_image.jpg","Body spray ","2","Masculino","1","O Boticário","33.92","em_estoque","69d6a6d8485af522cf220358","2026-04-08T19:04:56.810000","2026-04-08T19:04:56.810000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"37.9","94984","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/fc089e0cd_image.jpg","Creme karite ","2","Corpo","1","Eudora","28.49","em_estoque","69d6a6174267bedd1561362b","2026-04-08T19:01:43.116000","2026-04-08T19:01:43.116000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"101.88","95906","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/0cb0f3ae3_image.jpg","Kit siage ","2","Cabelo","2","Eudora","59.92","em_estoque","69d6a564060b270c0e81b477","2026-04-08T18:58:44.928000","2026-04-08T18:58:44.928000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"42.9","57415","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d0989773b_image.jpg","Gel capilar ","2","Masculino","2","Eudora","26.18","em_estoque","69d6a4c1be4879ec3f321330","2026-04-08T18:56:01.327000","2026-04-08T18:56:01.327000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.99","59064","2026-04-13T18:49:05.181Z","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5a49eca0c_image.jpg","Rosa absoluta ","2","Corpo","0","Eudora","44.24","sem_estoque","69d69fb7b285f9aac24b8391","2026-04-08T18:34:31.708000","2026-04-13T18:49:05.366000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.9","87143","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/895521453_image.jpg","Cereja e amêndoas ","2","Corpo","0","Eudora","44.24","em_estoque","69d69f7a0f34004c84859cf7","2026-04-08T18:33:30.288000","2026-04-08T18:33:30.288000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d00bf9779_image.jpg","Karite ","2","Corpo","2","Eudora","23.99","em_estoque","69d69f1216a4301fce59559e","2026-04-08T18:31:46.211000","2026-04-08T18:31:46.211000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"49.9","87132","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d896aa8ff_image.jpg","Refil karite ","2","Corpo","2","Eudora","23.99","em_estoque","69d69eb329d96ff40d68ea08","2026-04-08T18:30:11.734000","2026-04-08T18:32:23.500000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.9","87155","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/266d4b382_image.jpg","Frutas vermelhar","2","Corpo","1","Natura","44.24","em_estoque","69d69bf8022dbeb0c9202e15","2026-04-08T18:18:32.322000","2026-04-08T18:18:32.322000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.9","87155","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f0a4e6128_image.jpg","Ameixa e praline ","2","Corpo","1","Eudora","44.24","em_estoque","69d69bad0974e5414dde501c","2026-04-08T18:17:17.464000","2026-04-08T18:17:17.464000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"58.9","86225","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/be6f0a0c3_image.jpg","Creme eudora baunilha ","2","Corpo","5","Eudora","36.68","em_estoque","69d69b382c39edede925ce3f","2026-04-08T18:15:20.453000","2026-04-08T18:24:54.206000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"30.9","100550","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/36294892c_image.jpg","Antitranspirante em creme ","2","Corpo","3","Natura","14.42","em_estoque","69d69766825aed4a5eae8062","2026-04-08T17:59:02.625000","2026-04-08T17:59:02.625000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"29.9","189399","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/46593cfed_image.jpg","Roll on Luna ","2","Cabelo","3","Natura","9.27","em_estoque","69d6971921315389474479fc","2026-04-08T17:57:45.392000","2026-04-08T17:57:45.392000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"185.9","169776","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b9f0c8eb3_image.jpg","Colônia Luna liberdade ","2","Perfume","1","Natura","84.58","em_estoque","69d696a46b0ecc7d3e600810","2026-04-08T17:55:48.934000","2026-04-08T17:55:48.934000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"22","133338","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3645aa971_image.jpg","Shampoo kaiak","2","Masculino","5","Natura","15.04","em_estoque","69d69627aac42565e369fd85","2026-04-08T17:53:43.730000","2026-04-08T17:53:43.730000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"33.35","115886","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3008f47c4_image.jpg","Kaiak gel 2 em 1","2","Masculino","5","Natura","23","em_estoque","69d695deb45afc98a683b7fc","2026-04-08T17:52:30.205000","2026-04-08T17:52:30.205000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"23.9","","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/6c2327b7a_image.jpg","Batom natura ","2","Perfume","4","Natura","12.53","em_estoque","69d695178f572cfd033e6dad","2026-04-08T17:49:11.378000","2026-04-08T17:49:11.378000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"20","110456","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/9707034f2_image.jpg","Sintonia shampoo 2 em 1 ","2","Masculino","1","Natura","10","em_estoque","69d694b8d67abe7e0232c77c","2026-04-08T17:47:36.740000","2026-04-08T17:47:36.740000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"36","109854","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/75ef7b415_image.jpg","Kaiak gel 2 em 1","2","Masculino","6","Natura","22.82","em_estoque","69d69441b67b94ee6aa16591","2026-04-08T17:45:37.380000","2026-04-08T17:45:37.380000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"209.9","95988","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/74a870ed3_image.jpg","Biografia masculino","2","Maquiagem","1","Natura","95.5","em_estoque","69d693bb0a7b0fb600ef0d93","2026-04-08T17:43:23.401000","2026-04-08T17:43:23.401000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"209.9","77431","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/6af1eb0fc_image.jpg","Biografia inspire ","2","Perfume","1","Natura","95.5","em_estoque","69d6930a9b4c0b2eb4f0c2e1","2026-04-08T17:40:26.023000","2026-04-08T17:40:26.023000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"85","258649","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/333428379_image.jpg","Kit hidratante ameixa ","2","Perfume","3","Natura","41.3","em_estoque","69d69113bdfe170c5eb347d9","2026-04-08T17:32:03.052000","2026-04-08T17:32:03.052000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"189.9","255368","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/0a9eb1ede_image.jpg","Colônia kaiak urbe ","2","Perfume","2","Natura","72.03","em_estoque","69d68fff1f271f9150f1784f","2026-04-08T17:27:27.664000","2026-04-08T17:27:27.664000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"131.8","248965","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/3b7aaddfd_image.jpg","Kit Seve ","2","Corpo","3","Natura","55.22","em_estoque","69d68f23cc41528a90226bd7","2026-04-08T17:23:47.810000","2026-04-08T17:23:47.810000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
