unit,current_stock,notes,image_url,name,unit_cost,min_stock,category,id,created_date,updated_date,created_by_id,created_by,is_sample
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/d722e885b_image.jpg","Planta artificial ","13","1","Outro","69e0d86f119cd9918499c8ff","2026-04-16T12:39:11.475000","2026-04-16T12:39:27.411000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b5525659a_image.jpg","Caixote mdf ","6.99","1","Outro","69e0d841b51bfc66899da3a7","2026-04-16T12:38:25.867000","2026-04-16T12:38:44.454000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","20","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/92ccd2e1b_image.jpg","Caixa retangular ","2.682","2","Outro","69dd39681bf9b8f658de39b4","2026-04-13T18:43:52.249000","2026-04-13T18:44:07.604000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"METRO","100","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/a744246dc_image.jpg","Fita ","0.479","1","Outro","69dd39274bac91d7e7ecdc5f","2026-04-13T18:42:47.023000","2026-04-13T18:43:01.661000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","4","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5a910d3b1_image.jpg","Bandeja","11.598","2","Outro","69dd38cb60957fd53ec39998","2026-04-13T18:41:15.398000","2026-05-05T20:51:30.149000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","5","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/8511d6798_image.jpg","Embalagem de flores ","5.934","2","Outro","69dd3893705bf82906d8aa56","2026-04-13T18:40:19.335000","2026-04-13T18:40:33.474000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","42","","","Caixa de bombom ","1.0714285714285714","1","Outro","69dd2b50f19cfb4570a002ba","2026-04-13T17:43:44.413000","2026-04-13T17:44:30.542000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","","Biscoito bauducco","1.59","3","Outro","69dd2b17562adbd6cdb888b5","2026-04-13T17:42:47.123000","2026-04-13T17:43:23.587000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","","Café solúvel ","1.65","2","Outro","69dd2ae897133e3e633c8d07","2026-04-13T17:42:00.301000","2026-04-13T17:42:24.610000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","0","","","Bolinho bauducco","0","2","Outro","69dd2ab9937e21d45663f78c","2026-04-13T17:41:13.122000","2026-04-13T17:41:13.122000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","20","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/c15e130f9_image.jpg","Seda ","2.19","2","Outro","69dd2a887ec5154a9cc8c102","2026-04-13T17:40:24.026000","2026-04-13T17:41:40.450000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","40","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/c5bf525b4_image.jpg","Cesta 13 cm ","3.8520000000000003","5","Cesta","69dd2a3c7538c942ae8a06e7","2026-04-13T17:39:08.227000","2026-04-24T17:17:06.938000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/4aee22c13_image.jpg","Cesta oval 18","7","2","Cesta","69dd29bbb08cced82cc42890","2026-04-13T17:36:59.337000","2026-04-13T17:37:11.389000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","12","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/fea7e37fe_image.jpg","Chaveiro ursinho ","4.4991666666666665","4","Outro","69dd29096d861763f08685fb","2026-04-13T17:34:01.821000","2026-04-13T17:34:13.928000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","50","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5e4d49a07_image.jpg","Saco de organza ","0.418","2","Outro","69dd285eb5ebf106bae7589e","2026-04-13T17:31:10.674000","2026-04-13T17:31:26.780000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","5","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/8172d5620_image.jpg","Bandeja coração ","18.432","2","Cesta","69dd27c1a182765e843d5df7","2026-04-13T17:28:33.698000","2026-04-13T17:29:11.519000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/147e62622_image.jpg","Porta joias ","7.998","2","Outro","69dd2742022659437fe87972","2026-04-13T17:26:26.655000","2026-04-13T17:26:38.854000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","20","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/a910a2b70_image.jpg","Caixa doce ","2.0565","5","Outro","69dd23baf094514978428eb8","2026-04-13T17:11:22.583000","2026-04-13T17:11:48.671000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/5375fb7fb_image.jpg","Mini almofada ","7.5","2","Outro","69dd2370bd2791728267c507","2026-04-13T17:10:08.824000","2026-04-13T17:10:26.112000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","5","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/b355ed13d_image.jpg","Sacola transparente ","9.198","2","Outro","69dd2326a91619247d910d95","2026-04-13T17:08:54.619000","2026-04-13T17:09:07.474000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","2","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/ddc5354b8_image.jpg","Porta retrato ","4.99","1","Outro","69d8fcd5a8a01b5f0f265b53","2026-04-10T13:36:21.871000","2026-04-10T13:36:57.789000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/f22b3e790_image.jpg","Pote de vidro","13.99","1","Outro","69d8fc651f72ee1bb94ddaa9","2026-04-10T13:34:29.026000","2026-04-10T13:35:42.943000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/2595a4cb4_image.jpg","Toalha","15.99","1","Outro","69d8fc27992dc81bfd937fd7","2026-04-10T13:33:27.066000","2026-04-10T13:33:51.425000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/ef7db9c7c_image.jpg"," Maleta ","8","1","Outro","69d8fbf17fbb95c1e167aeb7","2026-04-10T13:32:33.427000","2026-04-10T13:32:44.229000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"METRO","18","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/21f8e3309_image.jpg","Fita juta ","4.93","2","Outro","69d8fb8bfb2ff7afaa50771c","2026-04-10T13:30:51.055000","2026-05-05T20:51:34.875000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","20","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/bdce122ef_image.jpg","Saquinho organza 7x9","0.6555","2","Outro","69d6b3d06b2af6a6735c513a","2026-04-08T20:00:16.624000","2026-04-08T20:00:28.550000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/7f5b7797f_image.jpg","Canecas ","16.999000000000002","2","Outro","69d6b384e52be48cfe5d5914","2026-04-08T19:59:00.110000","2026-04-08T19:59:16.978000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","10","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/aa3c0cffe_image.jpg","Caixa de bolo ","2.799","5","Outro","69d3f70facc96cf857c1702e","2026-04-06T18:10:23.436000","2026-04-06T18:10:40.120000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"METRO","100","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/31778a7dc_image.jpg","Fita plástica ","0.3795","0","Fita","69d3f6ca8995ccb815259524","2026-04-06T18:09:14.268000","2026-04-06T18:09:46.635000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","100","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/mp/public/695c5f50ab63f5b9b84216d1/bcf529cca_image.jpg"," Papel de seda palha ","0.3799","10","Papel","69d3f6820f0e893f97dcf12c","2026-04-06T18:08:02.727000","2026-04-06T18:08:37.494000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","40","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/773b776e4_image.jpg","Mini cesta 11cm","3.9896666666666665","3","Cesta","69b852f220026093608ffb23","2026-03-16T18:58:58.679000","2026-04-24T17:15:29.965000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","12","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/f55081df2_image.jpg","Esponja de maquiagem ","1.4908333333333335","12","Outro","69b3faf0c32310e71367dc34","2026-03-13T11:54:24.812000","2026-03-13T11:54:37.988000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/f1cd90b7c_image.jpg","Necessárie","18.99","1","Outro","69b30ccdd2ae849166cc51fa","2026-03-12T18:58:21.305000","2026-03-12T18:58:35.704000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/b4265586d_image.jpg","Espelho de bolso ","11.99","1","Outro","69b30c971c829686e6c792d5","2026-03-12T18:57:27.753000","2026-03-12T18:57:43.475000","69a02ff63eb6eaa8b459cf17","marielemodolon24@gmail.com","false"
"UN","1","","","Kit Conceição ","46.8","0","Cesta","699c4ea578c2e1b7d3d91384","2026-02-23T12:57:09.199000","2026-02-23T12:57:25.183000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Kit kaiak","75","0","Cesta","699c4bfb7071b8b14fb5d599","2026-02-23T12:45:47.406000","2026-02-23T12:46:01.937000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/b26c3d705_image.jpg","Naninha ","14.99","1","Outro","6998a6186922280dc52b1231","2026-02-20T18:21:12.256000","2026-02-20T18:21:34.292000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/836973f08_image.jpg","Chaveiro ","15.99","1","Outro","6998a5dae43fefebf1241706","2026-02-20T18:20:10.389000","2026-02-20T18:20:35.148000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/6c8c656b8_image.jpg","Toalha lavabo ","4.1875","2","Outro","6998a545be2b1cfea0e1f650","2026-02-20T18:17:41.810000","2026-02-20T18:18:10.710000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1300","","","Sempre viva ","0.04092307692307692","0","Outro","6995e6cee87184f430b2e16f","2026-02-18T16:20:30.881000","2026-02-18T16:22:02.120000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Shower gel","34.74","0","Outro","698e1b132c8dc1d12ab113fe","2026-02-12T18:25:23.671000","2026-02-12T18:25:40.728000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Hidra arbo ","34.74","0","Outro","698e1aefb9415773b6ce0307","2026-02-12T18:24:47.412000","2026-02-12T18:25:04.440000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Hidra egeo 100ml","30","0","Outro","698e18f73acfb2457b690325","2026-02-12T18:16:23.005000","2026-02-12T18:19:11.750000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/0775bf2f0_image.jpg","Faixa cabelo ","3.7475","2","Outro","698dca07bf754ae1af16c65f","2026-02-12T12:39:35.468000","2026-02-12T12:39:53.598000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","7","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/efabfccdd_image.jpg","Caixa lembrancinha ","2.5","2","Outro","698dc9b695a313cfdb0106a1","2026-02-12T12:38:14.723000","2026-03-09T13:37:05.089000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Hidra 74ml","20.6","0","Outro","6989ece5322048684eb230a8","2026-02-09T14:19:17.652000","2026-02-09T14:20:04.321000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Coração mdf m","10","0","Outro","6989ecbdf8fa91f5a54ca5cd","2026-02-09T14:18:37.488000","2026-02-09T14:18:52.695000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","","","Creme de mão ","20.78","0","Outro","6989e4be17aa1dac038d3951","2026-02-09T13:44:30.757000","2026-05-15T12:36:38.360000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","12","","","Sabonete avulsa eudora ","6.185","12","Outro","6989cbc165679fde4fed2268","2026-02-09T11:57:53.828000","2026-02-09T11:59:35.412000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","99","","","Adesivo com carinhon","0.16","10","Outro","69848b18ea131f7c3f928f7b","2026-02-05T12:20:40.326000","2026-03-09T13:58:00.488000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","48","","","Mimo para vc ","0.48","10","Outro","69848af06b3793e39d349d0b","2026-02-05T12:20:00.321000","2026-04-29T13:35:24.372000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","48","","","Feliz dian","0.16","10","Outro","69848acee9e6a0b83690e106","2026-02-05T12:19:26.815000","2026-04-29T13:37:21.954000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","","","Tag coração acrílico ","1.8800000000000001","5","Outro","69824e3cc4326faa4e829a3c","2026-02-03T19:36:28.308000","2026-02-03T19:36:44.032000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","","","Caixa 10 x 15x 5 ","2.91","5","Outro","69824e0cc5a630bdc1bd7605","2026-02-03T19:35:40.098000","2026-02-03T19:35:57.847000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","6","","","Pulseira infantil","2.9966666666666666","2","Outro","698244b4aa789d3779370132","2026-02-03T18:55:48.589000","2026-02-03T18:56:17.292000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","6","","","Sabonete avulso Boticário ","7.84","2","Outro","69823e4a134fe96b4fef4e4e","2026-02-03T18:28:26.215000","2026-05-05T20:51:35.752000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"METRO","65","","","Fita plástica ","0.377","0","Outro","698236c35c095b6cd25b046f","2026-02-03T17:56:19.358000","2026-05-15T12:36:39.364000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Sabonetes avulso natura ","4.886","5","Outro","6980e8c705f349fb9ac3499a","2026-02-02T18:11:19.341000","2026-04-29T13:35:22.541000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","8","","","Sacola transparente ","3.5","5","Outro","6980de9f20b8d8c438c4795b","2026-02-02T17:27:59.172000","2026-05-15T12:35:02.968000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","5","","","Coração lapidado ","7.872","2","Outro","6980976b36748bd5151930ef","2026-02-02T12:24:11.335000","2026-02-02T12:24:35.581000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","10","","","Caixa retangular 10x15x5","2.91","4","Outro","69809738b539fe3e37cc60ff","2026-02-02T12:23:20.107000","2026-02-02T12:23:36.750000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","24","","","Pulseira infantil","0.7491666666666666","10","Outro","698096fd28165da3af7cc08d","2026-02-02T12:22:21.554000","2026-02-02T12:22:41.897000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","115","","","Tag você é especial ","0.15307692307692305","30","Outro","698096c9141c627a093d96c6","2026-02-02T12:21:29.540000","2026-03-09T13:27:10.102000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","","","Porta joia ","8.996666666666666","2","Outro","698096838c29ffe6d7be6ab1","2026-02-02T12:20:19.708000","2026-03-09T13:58:01.328000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","","Ducha de banho","4.453333333333333","2","Laço","698095b0b6d7ce92c11d3617","2026-02-02T12:16:48.883000","2026-03-09T13:59:39.553000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","6","","","Piranha 8 cm","4.25","2","Outro","6980956c4aa2806c2cb9b0eb","2026-02-02T12:15:40.704000","2026-02-02T12:15:59.156000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Cesta redonda 13 cm ","3.9899999999999998","3","Cesta","6980952e026047df3d5cf0f4","2026-02-02T12:14:38.491000","2026-05-15T12:35:03.915000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","5","","https://base44.app/api/apps/695c5f50ab63f5b9b84216d1/files/public/695c5f50ab63f5b9b84216d1/543505a1e_image.jpg","Piranha flor 4cm","3.5","3","Outro","697ce7ae45ed54f938ad0d0a","2026-01-30T17:17:34.458000","2026-01-30T17:18:02.865000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Cerveja ","6","0","Cesta","6979259fd98f667056106ac5","2026-01-27T20:52:47.027000","2026-01-27T20:53:00.348000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Cesta de vime ","18","1","Cesta","6979180dd6e516aebf4b9c7a","2026-01-27T19:54:53.907000","2026-01-27T19:55:07.956000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Balão ","3.2","0","Cesta","697917838f2f4d95bab209af","2026-01-27T19:52:35.186000","2026-01-27T19:52:52.024000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Bis","7","1","Cesta","69790da4e9418357fff97390","2026-01-27T19:10:28.645000","2026-01-27T19:10:43.180000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Cesta ganhada ","15","0","Cesta","69790d70eda00304a0a2becb","2026-01-27T19:09:36.632000","2026-01-27T19:09:53.843000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","3","","","Seda dourada ","1","0","Outro","69790d4b9369572466bfb616","2026-01-27T19:08:59.985000","2026-01-27T19:09:20.967000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","3","","","Sujinho","1.2","1","Outro","69790d2a3d6264180436afd5","2026-01-27T19:08:26.519000","2026-01-27T19:08:44.567000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Saco transparente ","0.5","0","Outro","697906de4a63a049f571342c","2026-01-27T18:41:34.593000","2026-01-27T18:41:50.645000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Barra de chocolate ","7.9","0","Outro","697906b7854439a074151d2d","2026-01-27T18:40:55.404000","2026-01-27T18:41:10.731000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Pacote bala toffe","19","0","Outro","69790678a7c9c132d6aed289","2026-01-27T18:39:52.745000","2026-01-27T18:40:10.110000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Trento ","2.95","0","Outro","6979060f2a289b814939c051","2026-01-27T18:38:07.819000","2026-01-27T18:38:25.424000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Pipoca gourmet ","10","1","Laço","697905f10a3ad6ce5125e4d5","2026-01-27T18:37:37.507000","2026-01-27T18:37:53.548000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","0","","","Bolacha bauducco ","0","1","Outro","69790482bdc6341f5484ffb3","2026-01-27T18:31:30.643000","2026-01-27T18:31:30.643000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","","Suco de uva  caixinha ","2.5","1","Outro","697904506bac79be808c6415","2026-01-27T18:30:40.210000","2026-01-27T18:31:08.611000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","4","","","Água de coco","1.7","2","Outro","69790424404451572476a850","2026-01-27T18:29:56.996000","2026-01-27T18:30:21.451000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","2","","","Suco uva ","7.989999999999999","2","Outro","6978fdc92c8bbd7d3bb277ae","2026-01-27T18:02:49.680000","2026-02-18T18:05:48.913000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Sequinhos ","2.99","1","Outro","6978fd98e9e3c226d192dc44","2026-01-27T18:02:00.122000","2026-02-18T18:05:49.906000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"METRO","2.5","","","Tecido xadrez verde ","6","1","Outro","6978fd6972b65b22b4878105","2026-01-27T18:01:13.606000","2026-02-18T18:05:50.959000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
"UN","1","","","Butter cookies ","3.25","2","Outro","6978fbd9d933f130486acd2e","2026-01-27T17:54:33.647000","2026-01-27T17:54:57.401000","6963b453afe3460d12b94a9a","marielemodolon24@gmail.com","false"
